,publisher,genres,title,price,id,developer,release_year
88596,Kalypso Media Digital,"['Simulation', 'Strategy']",Tropico Reloaded,6.99,33520.0,"PopTop Software,BreakAway Games,Frog City Software",2009
88597,"PopCap Games, Inc.",['Casual'],Mystery P.I. - Lost in Los Angeles,4.99,3610.0,SpinTop Games,2009
88598,Capcom,['Action'],Bionic Commando: Rearmed,9.99,21680.0,Capcom,2008
88599,Capcom,"['Action', 'Adventure']",Bionic Commando,9.99,21670.0,Capcom,2009
88600,Warner Bros. Interactive Entertainment,['Action'],Watchmen: The End is Nigh Part 2,4.99,21030.0,Deadline Games,2009
88601,Sakari Indie,"['Action', 'Indie']",Foreign Legion: Buckets of Blood,4.99,36000.0,Sakari Indie,2009
88602,"LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm","['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,9.99,32370.0,"BioWare,Aspyr (Mac)",2003
88603,Hemisphere Games,"['Indie', 'Casual']",Osmos,9.99,29180.0,Hemisphere Games,2009
88604,Bethesda Softworks,['RPG'],Fallout 2: A Post Nuclear Role Playing Game,9.99,38410.0,Black Isle Studios,1998
88605,Bethesda Softworks,['Strategy'],Fallout Tactics: Brotherhood of Steel,9.99,38420.0,14° East,2001
88606,Interplay Inc.,['Action'],Kingpin — Life of Crime,9.99,38430.0,Xatrix Entertainment,1999
88609,Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,19.99,31180.0,Telltale Games,2009
88610,iWin,['Casual'],Jewel Quest Pack,19.99,37960.0,iWin,2009
88611,iWin,['Casual'],Mahjong Quest Collection,9.99,38000.0,iWin,2009
88612,Size Five Games,"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,37400.0,Size Five Games,2009
88613,Ubisoft,['Action'],Tom Clancy's Splinter Cell Chaos Theory®,9.99,13570.0,Ubisoft Montreal,2005
88615,1C Company,['Strategy'],XIII Century – Gold Edition,4.99,34420.0,Unicorn Games Studio,2009
88616,THQ Nordic,['Simulation'],World of Zoo,14.99,43100.0,Blue Fang,2009
88618,Square Enix,"['Action', 'Adventure']",Mini Ninjas,9.99,35000.0,IO Interactive,2009
88621,"Vectorpark, Inc.","['Adventure', 'Casual', 'Indie']",Windosill,2.99,37600.0,"Vectorpark, Inc.",2009
88622,Dovetail Games - Trains,['Simulation'],Train Simulator: Colton &amp; Northern Route Add-On,24.99,24029.0,All Aboard,2009
88623,MumboJumbo,"['Adventure', 'Casual']",Midnight Mysteries,9.99,32140.0,MumboJumbo,2009
88624,Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,19.99,31190.0,Telltale Games,2009
88625,"NovaLogic, THQ Nordic",['Action'],Joint Operations: Combined Arms Gold,19.99,32770.0,NovaLogic,2009
88626,Dovetail Games - Trains,['Simulation'],Train Simulator: US Loco &amp; Asset Pack,17.99,208306.0,Dovetail Games,2009
88627,PlayFirst,['Simulation'],DinerTown Tycoon,9.99,37300.0,PlayFirst,2009
88628,Dovetail Games - Trains,['Simulation'],Train Simulator: European Loco &amp; Asset Pack,19.99,208300.0,Dovetail Games,2009
88629,Deep Silver,['RPG'],Risen,9.99,40300.0,Piranha Bytes,2009
88630,Square Enix,['Casual'],Flora's Fruit Farm,3.99,35070.0,Honeyslug,2009
88631,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],Empire: Total War™ - The Warpath Campaign,9.99,10606.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
88632,Amanita Design,"['Adventure', 'Indie']",Machinarium,9.99,40700.0,Amanita Design,2009
88633,Electronic Arts,['Action'],Medal of Honor: Airborne,9.99,24840.0,EA Los Angeles,2007
88634,Electronic Arts,['Racing'],Need for Speed: Shift,19.99,24870.0,Slightly Mad Studios,2009
88635,Runic Games,['RPG'],Torchlight,14.99,41500.0,Runic Games,2009
88636,Electronic Arts,['Strategy'],Command &amp; Conquer: Red Alert 3 - Uprising,19.99,24800.0,EA Los Angeles,2009
88637,FireFly Studios,['Strategy'],The Stronghold Collection,19.99,901735.0,FireFly Studios,2009
88638,Nitro Games,['Strategy'],East India Company: Privateer,4.99,42800.0,Nitro Games,2009
88639,THQ Nordic,['Action'],Painkiller: Resurrection,9.99,39560.0,Homegrown Games,2009
88640,THQ Nordic,"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,14.99,39550.0,"Phenomic,THQ Nordic",2009
88641,Deep Silver,['Adventure'],Secret Files: Tunguska,9.99,40330.0,Animation Arts,2009
88642,Deep Silver,['Strategy'],Rush for Berlin Gold,4.99,40320.0,Stormregion,2009
88643,Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,19.99,31200.0,Telltale Games,2009
88644,"1C Company, 1C-SoftClub",['Strategy'],Men of War: Red Tide,4.99,3130.0,1C Company,2009
88645,KranX Productions,"['Action', 'Indie']",Hammerfight,4.99,41100.0,Konstantin Koshutin,2009
88646,THQ Nordic,"['Action', 'RPG']",SpellForce - Platinum Edition,9.99,39540.0,Phenomic,2009
88647,Wargaming.net,['Strategy'],Massive Assault: Phantom Renaissance,9.99,34640.0,Wargaming.net,2005
88648,Matrix Games/GMX Media,['Strategy'],Massive Assault,9.99,34630.0,Wargaming.net,2003
88650,Devolver Digital,"['Action', 'Indie']",Serious Sam HD: The First Encounter,14.99,41000.0,Croteam,2009
88651,Deep Silver,['Adventure'],Secret Files 2: Puritas Cordis,9.99,40340.0,Animation Arts,2009
88652,Electronic Arts,['RPG'],Dragon Age: Origins,19.99,17450.0,BioWare,2009
88653,Citeremis Inc.,"['Action', 'RPG', 'Indie']",Aztaka,4.99,37100.0,Citeremis Inc.,2009
88654,Yullaby,"['Indie', 'Casual']",Magnetis,1.99,37500.0,Yullaby,2009
88655,Paradox Interactive,['Strategy'],For The Glory: A Europa Universalis Game,9.99,42810.0,Crystal Empire Games,2009
88656,"Activision, Aspyr (Mac)",['Action'],Call of Duty®: Modern Warfare® 2,19.99,10180.0,"Infinity Ward,Aspyr (Mac)",2009
88657,"LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)",['Adventure'],LEGO® Star Wars™ - The Complete Saga,19.99,32440.0,"Traveller's Tales,Feral Interactive (Mac)",2009
88658,Codemasters,['RPG'],Overlord™,4.99,11450.0,"Triumph Studios,Virtual Programming",2007
88659,Codemasters,['RPG'],Overlord™: Raising Hell,9.99,12710.0,"Triumph Studios,Virtual Programming",2008
88660,Electronic Arts,['Strategy'],Command &amp; Conquer 3: Tiberium Wars,14.99,24790.0,EA Los Angeles,2007
88661,KranX Productions,"['Indie', 'Casual']",Yumsters 2: Around the World,4.99,29120.0,KranX Productions,2008
88662,Electronic Arts,['Strategy'],Command &amp; Conquer 3: Kane's Wrath,19.99,24810.0,EA Los Angeles,2009
88663,Positech Games,"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,14.99,41800.0,Positech Games,2009
88664,Gaijin Entertainment,['Simulation'],Wings of Prey,9.99,45300.0,Gaijin Entertainment,2009
88665,inXile Entertainment,"['Action', 'Adventure', 'RPG']",The Bard's Tale,9.99,41900.0,inXile Entertainment,2005
88666,Tripwire Interactive,['Action'],Defence Alliance 2,0.0,35420.0,Defence Alliance Team,2009
88667,"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,19.99,32430.0,"LucasArts,Aspyr Studios",2009
88669,Bethesda Softworks,['RPG'],Fallout 3: Game of the Year Edition,19.99,22370.0,Bethesda Game Studios,2009
88670,Positech Games,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,5.99,41802.0,Positech Games,2009
88671,iWin,['Simulation'],Build-A-Lot,9.99,38080.0,Hip Soft,2007
88672,iWin,['Simulation'],Build-A-Lot 2: Town of the Year,9.99,38090.0,Hip Soft,2008
88673,iWin,['Simulation'],Build-A-Lot 3: Passport to Europe,9.99,38100.0,Hip Soft,2009
88674,iWin,"['Casual', 'Simulation']",Coconut Queen,9.99,38070.0,iWin,2009
88675,SouthPeak Games,['Casual'],Roogoo,1.99,38210.0,Spidermonk Entertainment,2009
88676,Capcom,"['Action', 'Adventure']",Devil May Cry 4,19.99,45700.0,Capcom,2008
88677,Meridian4,"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,9.99,46410.0,ClockStone Studios,2010
88678,iWin,['Simulation'],Build-A-Lot 4: Power Source,9.99,38110.0,Hip Soft,2009
88679,Octoshark Studios,"['Action', 'Free to Play', 'Indie']","Pirates, Vikings, and Knights II",0.0,17570.0,Octoshark Studios,2010
88680,iWin,['Casual'],Farm Frenzy 2,4.99,38130.0,Alawar,2008
88681,iWin,['Casual'],Farm Frenzy 3: American Pie,9.99,38160.0,Alawar,2010
88682,iWin,['Casual'],Farm Frenzy 3,9.99,38150.0,Alawar,2009
88683,iWin,['Casual'],Farm Frenzy,4.99,38120.0,Alawar,2007
88684,iWin,['Casual'],Farm Frenzy: Pizza Party,4.99,38140.0,Alawar,2009
88685,Sandlot Games,['Casual'],Cake Mania Main Street™,6.99,36300.0,Sandlot Games,2010
88686,Sandlot Games,"['Strategy', 'Casual']",Westward® IV: All Aboard,6.99,36310.0,Sandlot Games,2010
88687,Sandlot Games,"['Adventure', 'Casual']",Iron Roses,6.99,36320.0,Cateia Games,2010
88688,ND Games,['Strategy'],UFO: Extraterrestrials Gold,9.99,37030.0,Chaos Concept,2010
88689,"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,19.99,32450.0,Traveller's Tales,2010
88691,New Star Games Ltd,"['Action', 'Indie', 'Racing']",Super Laser  Racer,4.99,44100.0,New Star Games Ltd,2010
88692,Paradox Interactive,['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,0.99,25960.0,Paradox Interactive,2010
88693,1C Company,['Action'],NecroVisioN: Lost Company,6.99,46250.0,The Farm 51,2010
88694,iWin,['Casual'],Cradle of Persia,9.99,38180.0,Awem Studio,2007
88695,SEGA,['Action'],Aliens vs. Predator Swarm Map Pack,7.49,10695.0,Rebellion,2010
88696,Devolver Digital,"['Action', 'Indie']",Serious Sam Classic: The First Encounter,9.99,41050.0,Croteam,2001
88697,Dovetail Games - Trains,['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,19.99,24055.0,All Aboard,2010
88698,TaleWorlds Entertainment,"['Action', 'RPG']",Mount &amp; Blade: Warband,19.99,48700.0,TaleWorlds Entertainment,2010
88699,ZoopTEK,['Action'],Coniclysm,4.99,39900.0,ZoopTEK,2010
88700,Beatnik Games,"['Action', 'Indie']",Plain Sight,4.99,49900.0,Beatnik Games,2010
88701,Fatshark,['Action'],Lead and Gold: Gangs of the Wild West,9.99,42120.0,Fatshark,2010
88702,Rockstar Games,['Action'],Grand Theft Auto: Episodes from Liberty City,19.99,12220.0,Rockstar North / Toronto,2010
88703,Capcom,"['Action', 'Adventure']",Dark Void™ Zero,4.99,45730.0,Other Ocean Interactive,2010
88704,Nemesys Games,['Indie'],Fortix,0.99,45400.0,Nemesys Games,2010
88705,Cold Beam Games,"['Action', 'Casual', 'Indie']",Beat Hazard,9.99,49600.0,Cold Beam Games,2010
88706,Telltale Games,['Adventure'],Sam &amp; Max: The Devil’s Playhouse,19.99,901399.0,Telltale Games,2010
88707,Kalypso Media Digital,"['Simulation', 'Strategy']",M.U.D. TV,9.99,43500.0,Realmforge Studios,2010
88708,Gaijin Entertainment,['Simulation'],Wings of Luftwaffe Add-on,4.99,45302.0,Gaijin Entertainment,2010
88709,2K Play,"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,4.99,40930.0,The Odd Gentlemen,2010
88710,THQ Nordic,['Action'],AquaNox 2: Revelation,4.99,39640.0,THQ Nordic,2003
88711,THQ Nordic,['Action'],AquaNox,4.99,39630.0,THQ Nordic,2001
88712,Red Chain Games Ltd.,"['Casual', 'Indie']",Fluttabyes,1.99,23150.0,Red Chain Games Ltd.,2010
88713,Big Fish Games,['Casual'],Hidden Expedition: Titanic,9.99,50940.0,Big Fish Games,2006
88714,Big Fish Games,"['Casual', 'Indie']",Hidden Expedition: Amazon,9.99,50920.0,Big Fish Games,2008
88715,"SEGA, Feral Interactive (Mac)",['Strategy'],Napoleon: Total War™ - Coalition Battle Pack,2.99,34178.0,"The Creative Assembly,Feral Interactive (Mac)",2010
88716,PlayFirst,['Casual'],Fitness Dash™,6.99,37340.0,Sarbakan,2008
88717,PlayFirst,['Casual'],Gemini Lost™,6.99,37390.0,PlayFirst,2009
88718,PlayFirst,['Casual'],DinerTown Detective Agency™,6.99,37310.0,Absolutist Ltd.,2009
88720,PlayFirst,['Casual'],Hotel Dash™ Suite Success™,6.99,49000.0,PlayFirst,2009
88721,PlayFirst,['Casual'],Nightshift Legacy: The Jaguar's Eye™,6.99,37330.0,PlayFirst,2010
88722,PlayFirst,['Casual'],The Nightshift Code™,6.99,37320.0,PlayFirst,2008
88723,PlayFirst,['Casual'],TriJinx: A Kristine Kross Mystery™,6.99,37370.0,PlayFirst,2007
88724,PlayFirst,['Casual'],Valerie Porter and the Scarlet Scandal™,6.99,37380.0,PlayFirst,2009
88725,"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure', 'Casual']",Biozone,9.99,19080.0,G5 Entertainment,2010
88727,"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure']",Rocket Knight,14.99,19030.0,Climax Studios,2010
88729,Muse Games,"['Action', 'Indie']",Flight of the Icarus,4.99,49800.0,Muse Games,2010
88730,Merge Games,['Casual'],Puzzler World,4.99,33650.0,Ideas Pad,2010
88731,Ubisoft,"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,19.99,901478.0,Ubisoft,2010
88732,Kalypso Media Digital,"['Casual', 'Indie']",Ziro,4.99,33660.0,Kokakiki,2010
88733,SEGA,['Action'],Altered Beast™,2.99,34281.0,SEGA,2010
88734,SEGA,['Action'],Comix Zone™,2.99,34272.0,SEGA,2010
88735,SEGA,"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,61.99,34270.0,D3T Limited,2010
88736,SEGA,['Action'],Golden Axe™,2.99,34276.0,SEGA,2010
88737,SEGA,['Action'],Ecco the Dolphin™,2.99,34274.0,SEGA,2010
88738,SEGA,['Strategy'],Gain Ground™,2.99,34275.0,SEGA,2010
88739,SEGA,['Action'],Shinobi™ III: Return of the Ninja Master,2.99,34277.0,SEGA,2010
88740,SEGA,['Action'],Crack Down™,2.99,34273.0,SEGA,2010
88741,SEGA,['Action'],VectorMan™,2.99,34280.0,SEGA,2010
88743,SEGA,['Action'],Shadow Dancer™,2.99,34282.0,SEGA,2010
88744,SEGA,['Action'],Space Harrier™ II,2.99,34279.0,SEGA,2010
88745,SEGA,"['Action', 'RPG']",Alpha Protocol™,14.99,34010.0,Obsidian Entertainment,2010
88746,Team17 Digital Ltd,['Action'],Alien Breed: Impact,9.99,22610.0,Team17 Software Ltd.,2010
88747,Bethesda Softworks,['RPG'],Fallout 3 - Point Lookout,4.99,22440.0,Bethesda Game Studios,2010
88748,Hidden Path Entertainment,"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,0.99,18508.0,Hidden Path Entertainment,2010
88749,Bethesda Softworks,['RPG'],Fallout 3 - Mothership Zeta,4.99,22430.0,Bethesda Game Studios,2010
88750,Bethesda Softworks,['RPG'],Fallout 3 - Broken Steel,4.99,22410.0,Bethesda Game Studios,2010
88751,Bethesda Softworks,['RPG'],Fallout 3 - The Pitt,4.99,22420.0,Bethesda Game Studios,2010
88752,Valve,['Action'],Alien Swarm,0.0,630.0,Valve,2010
88753,Bethesda Softworks,['RPG'],Fallout 3 - Operation Anchorage,4.99,22400.0,Bethesda Game Studios,2010
88754,"Electronic Arts, Aspyr (Mac)","['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,19.99,24780.0,"EA - Maxis,Aspyr (Mac)",2003
88755,Kalypso Media Digital,"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,14.99,33670.0,"Akella,.dat",2010
88756,"Arcen Games, LLC","['Casual', 'Indie']",Tidalis,4.99,40420.0,"Arcen Games, LLC",2010
88757,Strategy First,"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,9.99,34920.0,Invent4 Entertainment,2010
88758,Ubisoft,['Strategy'],The Settlers 7: Uncharted Land Map Pack,3.99,48136.0,Blue Byte,2010
88759,Strategy First,['RPG'],Dimensity,9.99,46720.0,Dagger Games,2008
88760,Square Enix,['Action'],Kane &amp; Lynch 2: Dog Days,9.99,28000.0,IO Interactive,2010
88761,THQ Nordic,"['Simulation', 'Strategy']",The Guild II Renaissance,9.99,39680.0,Rune Forge,2010
88762,Paradox Interactive,['Strategy'],Hearts of Iron III DLC: German II Spritepack,0.99,25962.0,Paradox Interactive,2010
88763,N3V Games,['Simulation'],Trainz Simulator DLC: Blue Comet,19.99,24634.0,N3V Games,2010
88764,1C Company,['Strategy'],Fantasy Wars,4.99,63900.0,Ino-Co,2010
88765,"2K Games, Feral Interactive (Mac)",['Action'],Mafia II,29.99,50130.0,"2K Czech,Feral Interactive (Mac)",2011
88766,Dovetail Games - Trains,['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,4.99,24075.0,Dovetail Games,2010
88767,"Namco Networks America, Inc.","['RPG', 'Casual']",Puzzle Quest 2,9.99,47540.0,Infinite Interactive,2010
88768,P2 Games,['Action'],Burn Zombie Burn!,9.99,50510.0,doublesix,2010
88769,Playbrains,['Indie'],Madballs B*D*I Clan Skins,1.99,25760.0,Playbrains,2010
88770,Playbrains,['Indie'],Madballs Scorched Evolution Skin Rollup,1.99,25763.0,Playbrains,2010
88771,Playbrains,['Indie'],Madballs BDI Evolution Skin Rollup,1.99,25762.0,Playbrains,2010
88772,Playbrains,['Indie'],Madballs Holiday Skin Rollup,2.99,25764.0,Playbrains,2010
88773,Paradox Interactive,['Strategy'],Victoria I Complete,9.99,42980.0,Paradox Development Studio,2010
88774,Paradox Interactive,['Simulation'],Ship Simulator Extremes,19.99,48800.0,VStep,2010
88775,Team17 Digital Ltd,['Strategy'],Worms Reloaded,19.99,22600.0,Team17 Digital Ltd,2010
88776,Factus Games,"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,14.99,46770.0,Muzzy Lane Software,2010
88777,Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,8.99,65700.0,Bohemia Interactive,2010
88778,Paradox Interactive,['Strategy'],Victoria II,19.99,42960.0,Paradox Development Studio,2010
88780,Playbrains,['Indie'],Madballs Scorched Clan Skins,1.99,25761.0,Playbrains,2010
88781,"SQUARE ENIX, Eidos Interactive",['Action'],Kane &amp; Lynch 2: The Doggie Bag,5.99,28010.0,IO Interactive,2010
88782,"SQUARE ENIX, Eidos Interactive",['Action'],Kane &amp; Lynch 2: Multiplayer Masks Pack,1.99,28012.0,IO Interactive,2010
88783,N3V Games,['Simulation'],Trainz: Classic Cabon City,19.99,24640.0,N3V Games,2010
88784,"SQUARE ENIX, Eidos Interactive",['Action'],Kane &amp; Lynch 2: Alliance Weapon Pack,2.99,28011.0,IO Interactive,2010
88785,GSC World Publishing,['Strategy'],Cossacks: Back to War,4.99,4850.0,GSC Game World,2002
88786,Revolution Software Ltd,['Adventure'],Broken Sword: Director's Cut,5.99,57640.0,Revolution Software Ltd,2010
88787,OneBigGame,['Casual'],Chime,4.99,62100.0,Zoë Mode,2010
88788,"2K Games, Feral Interactive (Mac)",['Action'],Mafia II DLC: Jimmy's Vendetta,9.99,50145.0,"2K Czech,Feral Interactive (Mac)",2010
88789,CI Games,['Action'],Sniper: Ghost Warrior - Map Pack,1.99,34841.0,City Interactive,2010
88790,Terry Cavanagh,"['Action', 'Indie']",VVVVVV,4.99,70300.0,Terry Cavanagh,2010
88791,Ubisoft,['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,3.99,48137.0,Blue Byte,2010
88792,Frictional Games,"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,19.99,57300.0,Frictional Games,2010
88793,Carpe Fulgur LLC,"['RPG', 'Indie']",Recettear: An Item Shop's Tale,19.99,70400.0,EasyGameStation,2010
88794,Dedication Games,"['Action', 'Casual', 'Indie']",Swarm Arena,3.99,46600.0,Dedication Games,2010
88795,SEGA,"['Action', 'Simulation']",Super Thunder Blade™,2.99,34314.0,SEGA,2010
88796,SEGA,['Action'],Galaxy Force II™,2.99,34310.0,SEGA,2010
88797,exosyphen studios,['Simulation'],Hacker Evolution,4.99,70100.0,exosyphen studios,2010
88798,exosyphen studios,"['Indie', 'Simulation']",Hacker Evolution: Untold,4.99,70110.0,exosyphen studios,2010
88799,Subsoap,"['Casual', 'Indie']",Faerie Solitaire,9.99,38600.0,Subsoap,2010
88800,Kalypso Media Digital,['Strategy'],Patrician IV - Steam Special Edition,14.99,57620.0,Gaming Minds Studios,2010
88801,SEGA,['Action'],Bonanza Bros.™,2.99,34284.0,SEGA,2010
88802,1C Company,"['RPG', 'Strategy']",King's Bounty: Crossworlds,14.99,63910.0,Katauri Interactive,2010
88803,Dovetail Games - Trains,['Simulation'],Train Simulator: Green &amp; Gold HST DMU Add-On,4.99,24082.0,Dovetail Games,2010
88804,"2K Games, Aspyr (Mac, Linux)",['Strategy'],Sid Meier's Civilization® V,29.99,8930.0,"Firaxis Games,Aspyr (Mac, Linux)",2010
88805,Nitro Games,['Strategy'],Commander: Conquest of the Americas - Colonial Navy,4.99,49310.0,Nitro Games,2010
88806,Devolver Digital,"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,9.99,41060.0,Croteam,2002
88807,Blind Mind Studios,"['Indie', 'Strategy']",Star Ruler,9.99,70900.0,Blind Mind Studios,2010
88808,Krome Studios,"['Action', 'Adventure']",Blade Kitten,2.99,9940.0,Krome Studios,2010
88809,Team17 Digital Ltd,['Action'],Alien Breed 2: Assault,9.99,22650.0,Team17 Digital Ltd,2010
88811,THQ Nordic,"['Action', 'Adventure']",Darksiders™,19.99,50620.0,Vigil Games,2010
88812,Egosoft,"['Simulation', 'Strategy']",X: Beyond the Frontier,4.99,2840.0,Egosoft,1999
88813,Paradox Interactive,['Strategy'],The Kings' Crusade,9.99,42920.0,NeoCoreGames,2010
88814,NCsoft,"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,19.99,29700.0,ArenaNet®,2007
